description,edibility_binary
"Hydnellum spongiosipes (Peck) Pouz. Filzstieliger Korkstacheling Velvet Tooth Fruit body single or fusing with others. Cap 2�7cm across, flattened-convex or slightly depressed, surface smooth and uneven, usually with one or two concentric grooves, whitish-yellow and velvety at first becoming flesh-coloured to brownish or cinnamon, finally dark brown bruising reddish. Stem 10�90 x 5�30mm, swollen below with a very thick spongy felt-like tomentum, dark reddish-brown. Smell mealy. Spines 1�6mm long, whitish at first, later dark brown. Spores irregular, tuberculate, 6�7 x 4.5�5.5um. Habitat deciduous woods, usually with oak. Season autumn. Uncommon. Inedible. Distribution, America and Europe.",poisonous
"Hydnellum suaveolens (Scop. ex Fr.) Karsten syn. Hydnum suaveolens Scop. �nizsszag� gereben. Fruit body usually solitary. Cap 4-15cm across, convex then expanded and flattened; dull white when young, then turning to deep brown from center outward, margin remaining white; surface tomentose, soft. Spines on undersurface 2-5mm long, decurrent; pallid, buff to deep brown. Stem 30-50 x 10-25mm, short, hard, woody; bright blue-violet; surface tomentose. Flesh fibrous; zoned with violet to violet-black hues, especially in stem. Odor strong, sweet or sickly. Taste mild to slightly cinnamon-like. Spores oblong, tuberculate, angular, 4.5-6 x 3-4�. Deposit brown. Habitat under conifers, especially in mountain or northern areas, from eastern to western North America also in Europe. Season August-October. Not edible. Comment The closely related Hydnellum caeruleum (Hornem. ex Pers.) Karsten is distinguished by the lack of violet on its stem, by its spines being shaded blue at the tips, and by the young caps being pale blue.",poisonous
"Hydnochaete olivacea (Schw.) Banker Fruit body annual or persisting; no stem; broadly spreading crust with jagged surface, up to 30cm long, l0cm wide; dull yellowish or olive-brown; nearly pore-like at the margin but strongly tooth-like elsewhere. Fertile surface teeth up to 6mm long, flattened to cylindrical, blunt and ragged near tip. Bristles numerous over the entire surface of the teeth; sharp, tapered at both ends, thick-walled; dark reddish brown; 55-90 x 9-15�. Flesh 1-3mm thick; brown; leathery. Spores cylindrical, smooth, 5.5-7 x 1-1.5�. Deposit white. Habitat on the underside of dead branches of hardwoods, especially oak. Common. Found widely distributed in eastern North America. Season June-October, may persist for years. Not edible.",poisonous
"Hydnotria tulasnei Brk & Brm.Fruit body 3-4cm more or less potato shaped sometimes very lumpy, pinky brown in colour. Flesh pinkish-cream to reddish with a pattern of meandering lighter �valleys� Pleasantly scented like cocoa. Spores 20-35um spherical decorated with small spines. Habitat under oaks and conifers. Distribution throughout Europe. Not considered edible.",poisonous
"Hydnum repandum L. ex Fr. Syn. Dentinum repandum (Fr.) S.F.G. Semmel-Stoppelpilz Pied de mouton, Chevrette, Hydne sinu�, Wood Hedgehog, Hedgehog Fungus. Fruit body usually single. Cap 3�17cm across, flattened convex or centrally depressed, even, velvety at first then more suede-like, cream, yellowish or pale flesh-coloured. Stem 35�75 x 15�40mm, often off-centred, cylindrical, finely downy, white bruising yellow near the base. Taste bitter after a few seconds, smell pleasant. Spines 2�6mm long, whitish to salmon pink. Spores white, broadly ellipsoid to subglobose, 6.5�9 x 5.5�7um. Habitat deciduous or coniferous woods. Season late summer to late autumn. Frequent. Edible � excellent, commonly sold in European markets. Distribution, America and Europe.",edible
"Hydnum rufescens Fr. syn. H. repandum var. rufescens (Fr.) Barla R�tlicher Stoppelpilz, V�r�sbarna (s�rg�sv�r�s) gerebengomba, Hydne roussisant, Terracotta Hedgehog. Differs from H. repandum in the orange-brown colour of the cap, the smaller and less robust form, the non-decurrent spines and slightly larger spores, 8�10�6�7m. Habitat deciduous and coniferous woods. Season autumn. Occasional. Edible. Found In Europe.",edible
"Hydnum umbilicatum Pk. Cap 3-5cm across, slightly irregular in shape (less so than in Hydnum repandum), soon deeply umbilicate, often with the depression continuing into the stem; deep reddish buff to orange-brown; smooth to slightly felty. Spines on undersurface up to 7mm long; pale buff. Stem 25-80 x 5-l0mm, usually central; slightly paler than the cap, bruising darker. Flesh thin; whitish buff. Odor none. Taste mild. Spores subglobose, tuberculate, smooth, 7.5-9 x 6-7.5�. Deposit white. Habitat usually in some numbers, in wet boggy woods under spruce, balsam, or cedar, occasionally deciduous woods. Common. Found in eastern North America and the Great Lakes area. Season September-October. Edible - good.",edible
"Ileodictyon cibarium Tul. The White Basket Fungus. A member of the Stinkhorn family. Found in Australia and new Zealand, but it may well occur in other countries as the spores are carried round the world. Found growing in grassland or on plant debris, especially wood chip mulch. These pictures came to me from Steve Jacobs in Invercargill New Zealand, many thanks Steve.",poisonous
"Inocybe adaequata (Britz.) Sacc. syn. I. jurana Pat. Cap 2�6cm across, conical to bell-shaped, buff with radiating darker brown fibres radiating from the centre, soon flushed reddish brown or sometimes vinaceous-purple; note, the black patches on the caps are mould. Stem 20�60 x 4�10mm, white soon reddish, base slightly swollen. Flesh white becoming flushed pink in cap and stem base. Taste mild or mealy, smell strongly mealy. Gills adnate or free, white at first then tinged clay, edge white at first then tinged clay, edge white. Cheilocystidia thin-walled, clavate, without apical encrustation. Spore print snuff-brown. Spores smooth, bean-shaped, 10�15 x 5�7m. Habitat deciduous or mixed woods especially beechwoods on chalk. Season autumn. Uncommon. Not edible. Note I have adopted the earlier name.",poisonous
"Inocybe atripes Atkinson. Cap 1.5-3.5cm across, broadly conic; tawny olive to brown; fibrillose to scaly. Gills adnexed; pallid then tawny. Stem 30-60 x 3-8mm, equal or a little swollen at the base; pallid at the apex, then brown darkening from the base upward; pruinose and slightly fibrillose. Flesh white. Odor spermatic. Spores ovoid, smooth, 8-9 x 5-5.5�. Deposit snuff brown. Pleurocystidia clavate, thick walled, encrusted, yellowish in 3 percent KOH, 40-45 x 13-15�. Habitat on the soil under mixed trees. Occasional. Found in northeastern North America, west to Wyoming. Season July-October. Not edible most Inocybes have been found to contain toxins. Comment My specimens do not show the blackening stem base well.",poisonous
"Inocybe caesariata (Fr.) Karsten. Cap 1.5-5cm across, broadly convex, eventually flattish; yellow-ochre, darker in the center, covered in tiny brownish ochre scales. Gills adnate-seceding; pallid ochre then darker. Stem 15-40 x 2-6mm; pallid olive; fibrillose to scaly. Flesh pallid tinged ochraceous. Odor slight. Spores bean-shaped to ovoid, smooth, 10-12�. Deposit snuff brown. Pleurocystidia absent. Habitat on the ground and in grass on woodland tracks, mainly with broad-leaved trees. Occasional. Found in northern North America. Season July-October. Not edible most Inocybes have been found to contain toxins.",poisonous
"Inocybe calamistrata (Fr.) Gillet.Blauf�ssiger Risspilz, Greenfoot Fibrecap. Cap 1�5cm across, convex to bell-shaped, dark brown, covered in erect pointed scales. Stem 30�70�5�10mm, concolorous with cap, apex paler, covered in recurved brown scales, base with bluish-green down. Flesh white becoming reddish, bluish-green at stem base. Taste mild, smell fishy or acidic. Gills whitish later rusty-brown. Cheilocystidia thin-walled, vesicular or clavate lacking apical encrustation. Pleurocystidia absent. Spore print snuff-brown. Spores bean-shaped, smooth, 9.5�11.5�5�6.5m. Habitat coniferous or mixed woods. Season summer. Rare. Edibility unknown -avoid, most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe calospora Qu�l. Cap 1-2.5cm across, broadly conical, then flat with a distinct umbo dark brown drying a little lighter, densely fibrillose, scaly. Gills adnate; pale grayish brown at first, then more brown. Stem 20 x 1.5-3mm, with a small whitish bulb; color varying from dark brown to almost white; fibrillose. Flesh brownish. Odor slight, pleasant. Spores spheroid or broadly ellipsoid, with long distinct spines giving the appearance of an ocean mine, 9.5-13.5 x 8.5-11�. Deposit snuff brown. Pleurocystidia uncommon, fusoid, only slightly encrusted at the apex, walls thickish, 35-55 x 10-20�. Habitat in broad-leaved woods. Uncommon in the north but more common in southeastern and central North America from Texas to Nova Scotia. Season July-August. Not edible most Inocybes have been found to contain toxins. Comment The spores are unique under the microscope, and at first you might even think you have a new genus.",poisonous
"Inocybe cincinnata (Fr.) Qu�l.Lilaspitziger Risspilz, Collared Fibrecap. Cap 1�2cm across, bell-shaped then expanding with a broad umbo, reddish-brown, densely covered in minute erect scales. Stem 20�30 x 2�4mm, pallid tinged violaceous at apex, thinly covered in brownish cottony tufts towards the base. Flesh whitish, flushed violet in cap and stem apex. Taste slightly bitter, smell mealy. Gills pallid with a brown edge, then rusty-brown. Cheilo- and pleurocystidia fusoid, bottle-shaped, encrusted apically with crystals and with thickened walls which are yellowish in ammonia. Spore print rust brown. Spores obliquely ovate, smooth, 7.5�9.5 x 4.5�6�. Habitat damp deciduous and coniferous woods. Season summer. Occasional. Not edible most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe cookei Bres. Knolliger Risspilz, Inocbye de Cooke, Straw Fibrecap. Cap 2�5cm across, conical or bell-shaped then flattened with a prominent umbo, margin cracking, ochre, covered in long fibrous fibres. Stem 30�60 x 4�8mm, whitish with ochre flush, bulb marginate. Flesh whitish then straw-yellow. Taste mild, smell slight. Gills adnexed, whitish then pale cinnamon. Cheilocystidia thin-walled, pyriform and non-encrusted. Spore print snuff-brown. Spores smooth, bean-shaped, 7�8 x 4�5�. Habitat mixed woods. Season summer to late autumn. Occasional. Poisonous. Distribution, America and Europe.",poisonous
"Inocybe corydalina Qu�l. Gr�nbruckliger Risspilz, Inocbye � odeur de corydalis, Greenflush Fibrecap. Cap 2�6cm across, bell-shaped, then flattened, margin cracking, dingy white covered in long brown fibres, radiating umbo flushed olivaceous. Stem 30�60 x 5�10mm, whitish tinged brown, slightly swollen at base and there sometimes blue green. Flesh white, yellowish with age. Taste mild, smell strong of bread paste. Gills adnexed, pale clay with white edge. Cystidia thick-walled, fusoid, encrusted. Spore print snuff-brown. Spores smooth, ellipsoid, 8�10 x 5�6.5�. Habitat beech woods on chalk. Season autumn. Rare. Not edible, most Inocybes have been found to contain toxins. Found In Europe.",poisonous
"Inocybe dulcamara (Alb. & Schw. ex Pers.) Kummer s. Lange.Bitters�sser Risspilz, Inocbye doux-amer. Cap 1�4cm across, convex becoming almost flat, greenish ochraceous to tawny, with a white cortina when young. Stem 25�40 x 3�8mm, concolorous with cap, sometimes with an indistinct cottony ring. The cortina makes it possible to confuse this fungus with Cortinarius, however the spore colour makes it recognizable as an Inocybe. Flesh buff or ochraceous. Taste sweet, smell slight. Gills adnate, yellow-buff at first then brown. Cheilocystidia thin-walled, clavate or pyriform sometimes in short chains. Spore print snuff-brown. Spores smooth, bean-shaped, 7.5�10.5 x 5�5.5�. Habitat on sandy pathsides or dunes. Season autumn. Uncommon. Not edible most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe fastigiata (Schaeff. ex Fr.) Qu�l. syn I. pseudofastigiata Rea.Kegeliger Risspilz, Inocbye fastigi�. Cap 2�10cm across, conical or bell-shaped with prominent umbo, splitting radially on expanding, straw-yellow or buff covered in long silky fibres. Stem 30�90 x 4�12mm, white at apex, pale buff below, no bulb. Flesh white, unchanging. Taste mild with bitter aftertaste, smell slight, mealy. Gills adnexed or adnate, yellowish-clay with white edge. Cheilocystidia thin-walled, cylindric, non-encrusted. Spore print snuff-brown. Spores smooth, bean-shaped 9�12 x 4.5�7�. Habitat in deciduous woodland especially beechwoods. Season early summer to late autumn. Common. Poisonous. Distribution, America and Europe.",poisonous
"Inocybe flocculosa (Berk). Sacc. syn. I. gausapata K�hn. Flockiger Risspilz, Fleecy Fibrecap. Cap 2�4cm across, bell-shaped with a prominent broad umbo, pale cinnamon brown with cream or grey down, margin paler and joined to the stem by a whitish cortina. Stem 30�50 x 5�10mm, white becoming flushed fawn with white base, apex pruinose. Flesh white, reddening slightly in the stem. Taste mild, smell mealy or fruity. Gills adnexed, crowded, pale fawn at first later cinnamon. Cystidia thick-walled, fusoid, with apical encrustation. Spore print snuff-brown. Spores smooth, almond-shaped, 8�11 x 4.5�5.5�. Habitat in broad-leaved or mixed woods. Season autumn. Occasional. Poisonous. Distribution, America and Europe.",poisonous
"Inocybe geophylla (Sow. ex Fr.) Kummer. Erdbl�ttriger Faserkopf, Inocbye terrestre, White Fibrecap, Selymes susulyka. Cap 1.5�3.5cm across, conical, soon expanding, with prominent umbo, smooth and silky, white with yellowish tinge. Stem 10�60 x 3�6mm, white, silky fibrillose. Flesh white, unchanging. Taste mild, smell earthy or mealy. Gills crowded, adnexed, cream at first darkening to clay. Cystidia thick-walled, fusoid with apical encrustation. Spore print snuff-brown. Spores smooth, almond-shaped, 8�10.5 x 5�6�. Habitat on pathsides in deciduous, mixed and coniferous woods. Season early summer to late autumn. Common. Poisonous. Distribution, America and Europe.",poisonous
"Inocybe grammata Qu�l. Syn. I. albodisca Pk. Gestreifter Risspilz. Cap 1.5�4cm across, conical to bell-shaped with an acute whitish umbo, elsewhere honey-coloured often with a pink flush and covered in fine white radiating fibrils. Stem 40�75 x 3�10mm, with a large marginate bulb, white becoming flushed pinkish especially at apex, finely mealy to base. Flesh white in the centre of the cap, elsewhere pale flesh-coloured. Taste mild, smell strong and pleasant. Gills white then pallid becoming cinnamon. Cheilo- and pleurocystidia variable in shape from fusoid to ovoid with thickened hyaline walls and apical encrustation. Spore print snuff-brown. Spores oblong with 8�12 indistinct knobs giving a wavy outline, 7�9 x 5�5.5�. Habitat amongst grass in open mixed woodland. Season summer. Uncommon. Not edible most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe griseolilacina Lange. Grauvioletter Risspilz, Inocbye gris-lilas, Lilac Leg Fibrecap. Cap 1.5�2.5cm across, conico-covex at first then expanded and umbonate, ochre-brown with violet tinges when young, particularly at the centre, covered in small shaggy scales. Stem 30�70 x 2�4mm, pale lilac when young later brown, densely covered in white cottony fibres, slightly swollen at the base. Flesh lilac when young becoming dirty white or brownish with age. Taste mild, smell strongly mealy. Gills adnate, white at first then snuff-brown. Cheilo- and pleurocystidia thick-walled, fusoid with apical encrustation, hyaline. Spore print snuff-brown. Spores ellipsoid to almond-shaped, 8.5�11 x 5�6�. Habitat deciduous woods and roadsides. Season autumn. Uncommon. Not edible most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe jurana Pat. Schuppiger Risspilz, Inocbye du Jura. Cap 2�6cm across, conical to bell-shaped, buff with radiating darker brown fibres radiating from the centre, soon flushed reddish brown or sometimes vinaceous-purple; note, the black patches on the caps are mould. Stem 20�60 x 4�10mm, white soon reddish, base slightly swollen. Flesh white becoming flushed pink in cap and stem base. Taste mild or mealy, smell strongly mealy. Gills adnate or free, white at first then tinged clay, edge white at first then tinged clay, edge white. Cheilocystidia thin-walled, clavate, without apical encrustation. Spore print snuff-brown. Spores smooth, bean-shaped, 10�15 x 5�7�. Habitat deciduous or mixed woods especially beechwoods on chalk. Season autumn. Uncommon. Not edible, most Inocybes have been found to contain toxins. Found In Europe.",poisonous
"Inocybe lacera (Fr.) Kummer. Gemeiner Wirrkopf, Inocbye d�chir�, Torn Fibrecap. Cap 1�3cm across, convex with slight umbo, snuff-brown, fibrillose, sometimes splitting from the margin inwards. Stem 20�30 x 3�6mm, whitish near apex, brownish towards the slightly bulbous base, fibrillose. Flesh white. Taste mild, smell mealy. Gills adnexed, white at first, soon clay-buff with white edge. Cystidia thick-walled, fusoid, with apical encrustation. Spore print snuff-brown. Spores smooth, subcylindric, 11�15 x 4.5�6�, making this species easily recognizable microscopically. Habitat on sandy soils especially with pines. Season autumn. Occasional. Not edible most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe lanuginosa (Bull. ex Fr.) Kummer. Cap 1.5-3cm, at first hemispherical, then flattish with an umbo; dark red-brown; densely scaly even in button stage. Gills adnexed; pallid clay-colored then cinnamon. Stem 20-40 X 2.5-4mm; similar in color to the cap but paler; strongly fibrillose to scaly. Flesh brownish. Odor unpleasant. Spores nodulose, rather varied from almost stellate to ovoid, 7.7-10.2 x 5.5-7�,. Deposit snuff brown. Pleurocystidia few, rather narrow-walled, spindle-shaped, not usually encrusted, showing a touch yellowish in 3 percent KOH. Habitat conifer woods. Frequent. Found across northern North America. Season July-September. Not edible, most Inocybes have been found to contain toxins. Comment Very distinct with its prominent dark brown pointed scales; probably often thought to be Inocybe hystrix Karst. when identified in the field.",poisonous
"Inocybe longicystis Atk. Birken-Risspilz. Cap 2�4cm across, convex at first becoming flattened, cinnamon to darker brown, covered in shaggy fibrous erect scales especially in the centre. Stem 40�70 x 5�7mm, brown with cottony fibres giving it a coarse shaggy appearance. Flesh white. Smell slight. Gills broad, adnexed to adnate, cinnamon. Cystidia thin-walled, cylindric, sometimes with subapical constriction, present on gill edge and gill face. Spore print snuff-brown. Spores oblong with knobby surface, 8�10 x 5�6�. Habitat amongst moss in mixed woods of pine and birch. Season autumn. Occasional. Not edible most Inocybes have been found to contain toxins. Found In Europe.",poisonous
"Inocybe maculata Boud. Gefleckter Risspilz, Inocbye tachet�, Frosty Fibrecap. Cap 2�8cm across, conical to bell-shaped, covered in long chestnut fibres and initially with a veil of dense white down which persists on the prominent umbo, often radially split or cracked. Stem 30�80 x 5�12mm, white becoming flushed brown, sometimes slightly smoother at the base. Flesh white. Taste mild, smell strong and fruity. Gills adnate pale greyish buff, edge white. Cheilocystidia thin-walled, clavate without apical encrustation. Spore print snuff-brown. Spores smooth, bean-shaped 9�11 x 4.5�5.5�. Habitat in beechwoods on chalk. Season autumn. Occasional. Poisonous. Found In Europe.",poisonous
"Inocybe margaritispora (Berk. apud Cke.) Sacc. Sternsporiger Risspilz. Cap 3�6cm across, bell-shaped, surface disrupting into rather dispersed yellowish-brown scales on a whitish background. Stem 40�100 x 4�10mm, rather tall and straight with a slightly flattened bulb, whitish becoming flushed yellowish-brown, finely mealy at apex. Flesh white. Smell fruity. Gills whitish at first then clay-brown. Cheilo- and pleurocystidia bottle-shaped, with thickened walls especially towards the apex which in encrusted with crystals. Spore print brown. Spores almost star-shaped with 5�6 prominent knobs, 8.5�11 x 6�7.5�. Habitat hazel copses. Season summer. Rare. Not edible most Inocybes have been found to contain toxins. Found In Europe.",poisonous
"Inocybe petiginosa (Fr. ex Fr.) Gillet. Zwergrisspilz, Scurfy Fibrecap. Cap 0.5�1.5cm across, convex to obtusely umbonate, initially covered in small whitish scales which are soon lost leaving the surface silky-fibrous, margin white, disc brown. Stem 15�40 x 1�2mm, mealy, cream to reddish-brown. Flesh thick at disc, whitish in cap, reddish-brown in stem. Taste mild, smell none. Gills cream at first later brown with an olivaceous tint, edge hairy (sub lente). Cystidia thick-walled, fusoid, becoming yellow in ammonia. Spore print snuff brown. Spores ovoid with several blunt knobs, 6.5�8.5 x 4�6�. Habitat deciduous woods, especially beech. Season autumn. Uncommon. Not edible most Inocybes have been found to contain toxins. Found In Europe.",poisonous
"Inocybe praetervisa Qu�l.Knolliger Risspilz, Inocbye m�connu. Cap 3�5cm across, bell-shaped then expanded, dirty yellowish-brown, fibrous, splitting radially. Stem 50�60 x 3�8mm, with submarginate bulb, white then pale straw, entirely finely mealy. Flesh white discolouring yellowish in stem. Taste mild, smell faintly of meal. Gills whitish at first later clay-brown. Cheilo- and pleurocystidia fusoid with thickened hyaline or pale yellowish walls and apical encrustation. Spore print clay-brown. Spores oblong with numerous distinct angular knobs, 10�12 x 7�9�. Habitat mixed woods, often under beech. Season late summer to late autumn. Uncommon. Not edible most Inocybes have been found to contain toxins. Found In Europe.",poisonous
"Inocybe pyriodora (Pers. ex Fr.) Kummer syn. I. incarnata Bres. Birnen-Risspilz, Inocbye � odeur de poire, Pear Fibrecap. Cap 3�7cm across, bell-shaped, the margin often becoming split, ochraceous brown with reddish tints. Stem 40�80 x 6�12mm, whitish becoming flushed the colour of the cap, the apex remaining white. Flesh white becoming pinkish or buff. Taste mild, smell of over-ripe pears. Gills adnate, whitish at first becoming clay pink with a white edge. Cystidia fusoid, not very numerous, with thin or only slightly thickened wall with apical encrustation. Spore print snuff-brown. Spores smooth, almond-shaped, 8�11.5 x 5�7�. Habitat all kinds of woodland. Season autumn. Occasional. Edibility suspect. most Inocybes have been found to contain toxins. Distribution, America and Europe.",poisonous
"Inocybe rimosoides Pk. Cap 2-4cm across, broadly conical, then flat with a prominent umbo; golden or reddish ochre; fibrillose with long parallel fibers that tend to cause the cap to crack from the edge (rimose). Gills adnexed; pallid buff at first, then darker. Stem 25-55 x 3-7mm, base equal or swollen to sub-bulbous; whitish or with touches of ochre; pruinose at the apex. Flesh whitish. Odor faint, a touch spermatic. Spores ovoid to bean-shaped, smooth, 8-10 x 5-6�. Deposit snuff brown. Pleurocystidia absent. Habitat in mixed woods. Uncommon. Found in eastern North America from North Carolina to Nova Scotia and west to Michigan. Season August. Not edible, most Inocybes have been found to contain toxins.",poisonous
"Kuehneromyces mutabilis (Schaeff. ex Fr.) Sing. & Smith syn. Galerina mutabilis (Schaeff. ex Fr.) Orton syn. Pholiota mutabilis (Schaeff. ex Fr.) Kummer Stockschwammchen Pholiote changeante Sheathed Woodtuft. Cap 3�6cm across, convex then expanded and usually umbonate, bright orange-cinnamon when moist drying pale ochraceous from the centre and often appearing distinctly two-coloured. Stem 30�80 x 5�10mm, whitish above becoming darker tan to blackish towards the base, scaly below the ring. Flesh white tinged brownish. Taste and smell not distinctive. Gills pallid at first later cinnamon. Spore print deep ochre. Spores ovoid to slightly almond-shaped with germ-pore, 6�7.5 x 4�5um. Habitat in dense clusters on stumps or trunks of deciduous trees. Season spring to early winter. Common. Edible � good. Take great care not to confuse this species with other smallish brown poisonous fungi. Distribution, America and Europe.",edible
"Macowanites luteolus Smith and Trappe Fruit body 2-4cm across, uneven, lumpy button mushroom-shaped with a smooth surface; white to creamy buff, drying yellowish; slightly viscid at first. Spore mass creamy sponge-like mass of half-formed gills. Stem10-20 x 5-l0mm, short and stubby; whitish or creamy like the cap. Flesh pallid. Odor slight. Taste like raw potatoes. Spores globose to subglobose, with warts or spines like a russula, 7.9-9.4 x 7-8.5�; warts up to lmm long, amyloid when viewed under a microscope. Habitat just under or on the surface of the ground under conifers. Found in Oregon and on the Washington coast. Season September-October. Edibility not known. Comment Like an underground russula that does not properly form its gills. One form, which has no stem, was collected in Washington with the normal type. The spores of this collection are similar but a little larger, 9-14.5 x 8.4-11.5�.",poisonous
"Cucumber Cap Macrocystidia cucumis (Pers.: Fr.) Joss. Cucumber Cap.Cap 0.8-5cm, conical to bell-shaped, dry and smooth, expanding with age, dark, blackish-brown to purplish-brown when young and moist, becoming paler, reddish-brown as it ages and dries, often with much paler margin. Stem 20-60 x 1-3mm, slender, cylindrical or slightly flattened, pale cream above, darker orange-brown to blackish at base, surface usually distinctly velvety. Flesh thin, pale brown. Smell very strong, a mixture of raw fish and cucumber. Taste very unpleasant, rancid, or with cod-liver oil component. Spore print dull pinkish brown. Spores 7.5-10x3.5-5.0�, smooth, narrowly ellipsoid. Cystidia on edge of gill large, swollen with long, narrow point. Habitat in woodlands and gardens in humus-rich, nitrogen-rich places, now becoming very common on woodchip mulches in gardens. Season early summer to late autumn. Frequent to common. Not Edible. Distribution Europe. Thanks to Geoffrey Kibby for this picture and text.",poisonous
"Macrolepiota procera (Scop. ex Fr.) Sing. syn. Lepiota procera (Scop. ex Fr.) S.F. Gray syn. Leucocoprinus procerus (Scop. ex Fr.) Pat. L�piote �lev�e, Coulemelle, Riesenschirmpilz, Parasol. Cap 10�25cm across, button spherical or egg-shaped expanding flattened with a prominent umbo, pale buff or grey-brown covered in darker shaggy scales. Stem 150�300�8�15mm, 40mm at the bulb, white, with a grey-brown felty covering which becomes split into snake-like markings as the stem expands; ring large, double, white on upper surface, brown below, movable on the stem. Flesh thin, soft, white. Taste sweet, smell slight, indistinctive. Gills free, white. Spore print white. Spores ovate with a germ-pore, dextrinoid, 15�20�10�13m. Habitat in open woods and pastures. Season summer and autumn. Uncommon. Edible � excellent. Distribution, America and Europe.",edible
"Macrolepiota procera (Scop. ex Fr.) Sing. syn. Lepiota procera (Scop. ex Fr.) S.F. Gray syn. Leucocoprinus procerus (Scop. ex Fr.) Pat. L�piote �lev�e, Coulemelle, Riesenschirmpilz, Parasol. Cap 10�25cm across, button spherical or egg-shaped expanding flattened with a prominent umbo, pale buff or grey-brown covered in darker shaggy scales. Stem 150�300 x 8�15mm, 40mm at the bulb, white, with a grey-brown felty covering which becomes split into snake-like markings as the stem expands; ring large, double, white on upper surface, brown below, movable on the stem. Flesh thin, soft, white. Taste sweet, smell slight, indistinctive. Gills free, white. Spore print white. Spores ovate with a germ-pore, dextrinoid, 15�20 x 10�13um. Habitat in open woods and pastures. Season summer and autumn. Uncommon. Edible � excellent. Distribution, America and Europe. Note the American form of this fungus is rather more delicate in form than the more robust European variety. The third photograph was taken by Geoffrey Kibby.",edible
"Macrolepiota rhacodes (Vitt.) Sing. Lepiota rhacodes (Vitt.) Qu�l. New syn. Chlorophyllum rhacdes Shaggy Parasol L�piote D�guenill�e, R�tender Schirmpilz, Safranschirmling. Cap 5�15cm across, ovate then expanding to almost flat, disrupting into broad, pallid, often slightly reflexed scales on a fibrous background, giving the cap a shaggy, torn appearance. Stem 100�150�10�15mm, thickened towards the bulb which is usually oblique, whitish tinged dirty pinkish-brown, bruising reddish brown when fresh; ring double, membranous, movable on the stem. Flesh white becoming orange to carmine red on cutting. Taste pleasant, smell strongly aromatic. Gills white, tinged reddish in older specimens, bruising reddish. Spore print white. Spores elliptic with germ-pore, dextrinoid, 10�12�6�7m. Habitat woods and shrubberies of all kinds, often with conifers. Season summer to late autumn. Frequent. Edible but may cause gastric upsets in some people. Distribution, America and Europe.",edible
"Macroscyphus macropus Pers. ex S. F. Gray syn. Macropodia macropus (Pers. ex S. F. Gray) Fuckel syn. Cyathipodia macropus (Pers. ex S. F. Gray) Dennis. Grosser Pokalbecherling. Cup 1�4cm across, expanding and turning back on itself, inner surface grey-brown, outer appearing pale grey due to the dense covering of tufted, downy hairs. Stem 15�40 x 3�5mm, tapering upwards, often flattened or compressed, covered in tufts of grey downy hairs. Flesh thin, white. Asci 35�20�. Spores fusiform, containing a large central oil drop with a smaller one at each end, 20�30 x 10�12�. Habitat deciduous and coniferous woods. Season summer to autumn. Occasional. Not edible. Distribution, America and Europe.",poisonous
"Macroscyphus macropus Pers. ex S. F. Gray syn. Macropodia macropus (Pers. ex S. F. Gray) Fuckel syn. Cyathipodia macropus (Pers. ex S. F. Gray) Dennis syn. Helvella macropus (Pers. ex Fr.) Karsten syn. Macroscyphus macropus Pers. ex S. F. Gray Grosser Pokalbecherling. Cup 2-4cm across, cup-shaped; inner surface brownish gray, outer surface appearing pale gray due to the dense covering of tufted downy hairs. Stalk 25-40 x 3-5mm, slightly enlarged toward the base; gray, paler below; covered with dense tufts of downy hair. Flesh thin; white. Asci 350 x 20�. Spores ellipsoid to subfusoid, containing 1 large central oil drop and 1 smaller drop at each end, 20-30 x 10-12�. Habitat on the ground in rich soil or on decaying logs in coniferous or deciduous woods. Common. Found in Europe and widely distributed in North America. Season June-November (December-January on the West Coast). Not edible.",poisonous
"Macrotyphula juncea (Fr.) Berthier syn. Clavaria juncea Fr. K�ka nagy-fon�lgomba, K�kagomba. Fruit body 3-10cm high, 0.5-2mm wide, acute becoming blunt; pale brownish yellow; rather stiff and rigid, becoming flaccid in age. Stem 1-5cm distinct, slightly narrower than fertile club. Flesh firm, not brittle, juicy. Odor sour. Taste acrid. Spores almond-shaped, smooth, white, 6-12 x 3.5-5.5�. Habitat leaf litter and debris in hardwoods and mixed woods. Found in Europe and New York. Season September. Not edible.",poisonous
"Marasmiellus nigripes (Schw.) Singer Cap 1-2 cm across, convex; white translucent; overlapping with distinct radial ridges; rubbery in feel. Gills decurrent, distant, forked; pure white, bruising a touch reddish. Stem;10-15 x 2mm, shortish and rather stout, covered in dense white hairs; black or white at first then black from the base up. Odor slight. Spores triangular or star-shaped, 8-9�. Deposit white. Habitat on dead wood and twigs of many tree species. Found in northeastern North America, west to Michigan. Season August-October. Inedible. Comment The stems of my collection were only just beginning to blacken.",poisonous
